0,1,2,3,4,5,6,7,8,9,10,11
0.14246230020599362,2.1886644640026787,-2.1926637551047126,-0.7447207851922579,0.5699139521903355,-1.1000551922309698,-1.4462472102049237,1.0349131649740417,1.8129499713970818,0.19308191024649718,-0.9153937086528443,5
0.4510010107983818,3.2819823390406198,-2.1926637551047126,-0.5975940776208921,1.1978825063251908,-0.3112961254549045,-0.8624022483099204,0.7014323223614018,-0.11506417365601748,0.9995016911677979,-0.5800234900072783,5
0.4510010107983818,2.5531037556819927,-1.9174051003743475,-0.6606483808657633,1.026618355197503,-0.8746954588663798,-1.0924017787534066,0.7681284908839224,0.258099854418774,0.7978967459374725,-0.5800234900072783,5
3.073580050833684,-0.36241057775251606,1.6609574111203997,-0.7447207851922579,0.5413699270023875,-0.7620155921840847,-0.9862481493179514,1.1016093334965622,-0.36384019237254694,0.32748520706671336,-0.5800234900072783,6
0.14246230020599362,2.1886644640026787,-2.1926637551047126,-0.7447207851922579,0.5699139521903355,-1.1000551922309698,-1.4462472102049237,1.0349131649740417,1.8129499713970818,0.19308191024649718,-0.9153937086528443,5
0.14246230020599362,1.94570493621647,-2.1926637551047126,-0.7657388862738816,0.5413699270023875,-0.9873753255486748,-1.3400935807694685,1.0349131649740417,1.8129499713970818,0.19308191024649718,-0.9153937086528443,5
0.5281356884464794,1.5812656445371562,-1.7797757730091648,-0.807775088437129,0.37010577587469995,-0.8746954588663798,-1.0039404208905272,0.5680399853163237,0.5068758731353035,-0.47893457385458693,-0.9153937086528443,5
0.06532762255789608,1.8849650542699177,-2.1926637551047126,-0.8918474927636237,0.255929675122908,-0.8746954588663798,-1.6762467406484098,-0.032225531386398394,1.066621915247496,-0.41173292544447887,-0.412338380684496,7
0.4510010107983818,1.4597858806440516,-2.05503442773953,-0.7237026841106343,0.48428187662649147,-1.2127350589132648,-1.7293235553661375,0.7014323223614018,0.8800399012100976,0.2602835586566049,-0.8315511539914532,7
0.2195969778540905,0.9738668250716336,0.2846641374685736,0.13803946023593702,0.42719382625059554,-0.7620155921840847,-0.24317274326976535,1.0349131649740417,0.8178458965309666,1.8059214720890984,0.0068743926224611,5
